Family:,Subfamily:,Country:,Province:,Genus:,Species:,View:,Filename:
Cicindelidae,/,South Africa,/,Mantichora,tibialis,Dorsal,rbi_1513.jpg
Cerambycidae,Lamiinae,"Tanzania, United Republic of",Lake Nyassa,Tragocephala,variegata,Dorsal,rbi_1161.jpg
Cerambycidae,Lamiinae,Angola,/,Tragocephala,variegata,Dorsal,rbi_1162.jpg
Cerambycidae,Lamiinae,"Tanzania, United Republic of",/,Tragorischema,nigroscriptum,Dorsal,rbi_1164.jpg
Cerambycidae,Lamiinae,"Tanzania, United Republic of",/,Tragorischema,nigroscriptum,Lateral,rbi_1165.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Tragostoma,imperator,Dorsal,rbi_1166.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Tragostoma,imperator,Ventral,rbi_1167.jpg
Cerambycidae,Lamiinae,Brazil,Bahia,Tremeatoides,axillaris,Dorsal,rbi_1168.jpg
Cerambycidae,Lamiinae,Brazil,Bahia,Tremeatoides,axillaris,Lateral,rbi_1169.jpg
Cerambycidae,Lamiinae,French Guiana,/,Tybalnia,pupillata,Dorsal,rbi_1170.jpg
Cerambycidae,Lamiinae,French Guiana,/,Tybalnia,pupillata,Lateral,rbi_1171.jpg
Cerambycidae,Lamiinae,Indonesia,/,Tympanopalpus,dorsalis,Dorsal,rbi_1172.jpg
Cerambycidae,Lamiinae,Indonesia,/,Tympanopalpus,dorsalis,Ventral,rbi_1173.jpg
Cerambycidae,Lamiinae,Papua New Guinea,New Britain,Xiphotheata,luctifera,Dorsal,rbi_1174.jpg
Cerambycidae,Lamiinae,Papua New Guinea,New Britain,Xiphotheata,luctifera,Lateral,rbi_1175.jpg
Cerambycidae,Lamiinae,Papua New Guinea,New Britain,Xiphotheata,luctifera,Ventral,rbi_1176.jpg
Cerambycidae,Lamiinae,South Africa,Cape Province,Zographus,aulicus,Dorsal,rbi_1177.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,aulicus,Dorsal,rbi_1178.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,aulicus,Lateral,rbi_1179.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,aulicus,Frontal,rbi_1180.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Upemba National Park,Zographus,aulicus,Dorsal,rbi_1181.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Upemba National Park,Zographus,aulicus,Dorsal,rbi_1182.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,hieroglyphicus,Dorsal,rbi_1183.jpg
Cerambycidae,Lamiinae,/,/,Zographus,hieroglyphicus,Dorsal,rbi_1184.jpg
Cerambycidae,Lamiinae,/,/,Zographus,hieroglyphicus,Ventral,rbi_1185.jpg
Cerambycidae,Lamiinae,South Africa,Transvaal,Zographus,hieroglyphicus,Dorsal,rbi_1186.jpg
Cerambycidae,Lamiinae,South Africa,Transvaal,Zographus,hieroglyphicus,Ventral,rbi_1187.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,hieroglyphicus,Ventral,rbi_1188.jpg
Cerambycidae,Lamiinae,South Africa,KwaZulu-Natal,Zographus,niveisparsus,Dorsal,rbi_1189.jpg
Cerambycidae,Lamiinae,/,German East Africa,Zographus,niveisparsus,Lateral,rbi_1190.jpg
Cerambycidae,Lamiinae,South Africa,/,Zographus,oculator,Dorsal,rbi_1191.jpg
Cerambycidae,Lamiinae,Namibia,/,Zographus,oculator,Dorsal,rbi_1192.jpg
Cerambycidae,Lamiinae,Namibia,/,Zographus,oculator,Lateral,rbi_1193.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",/,Zographus,plicaticollis,Dorsal,rbi_1194.jpg
Cerambycidae,Lamiinae,Central African Republic,/,Zographus,regalis,Dorsal,rbi_1195.jpg
Cerambycidae,Lamiinae,Central African Republic,/,Zographus,regalis,Ventral,rbi_1196.jpg
Cerambycidae,Lamiinae,Gabon,Bas-OgoouÃ©,Zographus,regalis,Dorsal,rbi_1197.jpg
Cerambycidae,Lamiinae,Gabon,Bas-OgoouÃ©,Zographus,regalis,Ventral,rbi_1198.jpg
Cerambycidae,Prioninae,Brazil,Rio Grande do Sul,Pyrodes,nitidus,Dorsal,rbi_1398.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Ãquateur,Zographus,regalis,Dorsal,rbi_1199.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Ãquateur,Zographus,regalis,Ventral,rbi_1200.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Katanga,Zographus,regalis,Dorsal,rbi_1201.jpg
Cerambycidae,Lamiinae,"Congo, The Democratic Republic of the",Katanga,Zographus,regalis,Ventral,rbi_1202.jpg
Cerambycidae,Lamiinae,Central African Republic,/,Zographus,regalis,Dorsal,rbi_1203.jpg
Cerambycidae,Lamiinae,Central African Republic,/,Zographus,regalis,Ventral,rbi_1204.jpg
Cerambycidae,Lepturinae,Madagascar,/,Anthribola,decorata,Dorsal,rbi_1205.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,coccinea,Dorsal,rbi_1206.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,coccinea,Dorsal,rbi_1207.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,coccinea,Ventral,rbi_1208.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,lateralis,Dorsal,rbi_1209.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,tibialis,Dorsal,rbi_1210.jpg
Cerambycidae,Lepturinae,Madagascar,/,Mastododera,transversalis,Dorsal,rbi_1211.jpg
Cerambycidae,Lepturinae,Madagascar,/,Ramodatodes,lateralis,Dorsal,rbi_1212.jpg
Cerambycidae,Lepturinae,Madagascar,/,Ramodatodes,nigripes,Lateral,rbi_1213.jpg
Cerambycidae,Lepturinae,Madagascar,/,Ramodatodes,nigripes,Dorsal,rbi_1214.jpg
Cerambycidae,Lepturinae,Madagascar,/,Ramodatodes,nigripes,Labels,rbi_1215.jpg
Cerambycidae,Lepturinae,Madagascar,/,Ramodatodes,nordicollis,Dorsal,rbi_1216.jpg
Cerambycidae,Lepturinae,Madagascar,/,Sagridola,maculosa,Lateral,rbi_1217.jpg
Cerambycidae,Lepturinae,Madagascar,/,Sagridola,maculosa,Dorsal,rbi_1218.jpg
Cerambycidae,Lepturinae,Madagascar,/,Trichroa,oberthueri,Dorsal,rbi_1219.jpg
Cerambycidae,Lepturinae,Madagascar,/,Trichroa,oberthueri,Lateral,rbi_1220.jpg
Cerambycidae,Lepturinae,Madagascar,/,Trichroa,russus,Dorsal,rbi_1221.jpg
Cerambycidae,Lepturinae,Madagascar,/,Tsivoka,simplicicollis,Dorsal,rbi_1222.jpg
Cerambycidae,Necydalinae,Belgium,Hainaut,Necydalis,major,Dorsal,rbi_1223.jpg
Cerambycidae,Prioninae,/,British East Africa,Acanthophorus,confinis,Dorsal,rbi_1224.jpg
Cerambycidae,Prioninae,/,British East Africa,Acanthophorus,confinis,Dorsal,rbi_1225.jpg
Cerambycidae,Prioninae,/,British East Africa,Acanthophorus,confinis,Lateral,rbi_1226.jpg
Cerambycidae,Prioninae,/,British East Africa,Acanthophorus,confinis,Dorsal Head,rbi_1227.jpg
Cerambycidae,Prioninae,India,/,Acanthophorus,serraticollis,Dorsal,rbi_1228.jpg
Cerambycidae,Prioninae,India,Orissa,Acanthophorus,serraticollis,Dorsal,rbi_1229.jpg
Cerambycidae,Prioninae,India,/,Acanthophorus,serraticornis,Dorsal,rbi_1231.jpg
Cerambycidae,Prioninae,Brazil,/,Ancitropus,uncinatus,Dorsal,rbi_1233.jpg
Cerambycidae,Prioninae,Brazil,/,Ancitropus,uncinatus,Lateral,rbi_1234.jpg
Cerambycidae,Prioninae,Brazil,/,Ancitropus,uncinatus,Dorsal,rbi_1235.jpg
Cerambycidae,Prioninae,Brazil,/,Ancitropus,uncinatus,Dorsal Head,rbi_1236.jpg
Cerambycidae,Prioninae,Kenya,/,Anthracocentrus,arabicus,Dorsal,rbi_1237.jpg
Cerambycidae,Prioninae,South Africa,/,Anthracocentrus,capensis,Dorsal,rbi_1238.jpg
Cerambycidae,Prioninae,South Africa,/,Anthracocentrus,capensis,Lateral,rbi_1239.jpg
Cerambycidae,Prioninae,Mexico,/,Aplagiognathus,spinosus,Dorsal,rbi_1240.jpg
Cerambycidae,Prioninae,Mexico,/,Aplagiognathus,spinosus,Dorsal,rbi_1241.jpg
Cerambycidae,Prioninae,Brazil,Minas Gerais,Apotrophus,simplicicollis,Dorsal,rbi_1242.jpg
Cerambycidae,Prioninae,Brazil,GoiÃ¡s,Apotrophus,simplicicollis,Dorsal,rbi_1243.jpg
Cerambycidae,Prioninae,Chile,/,Apterocaulus,dunfordi,Dorsal,rbi_1244.jpg
Cerambycidae,Prioninae,Argentina,Patagonia,Apterocaulus,germaini,Dorsal,rbi_1245.jpg
Cerambycidae,Prioninae,Australia,/,Archodontes,melanopus,Dorsal,rbi_1246.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Aulacopus,reticulatus,Dorsal,rbi_1247.jpg
Cerambycidae,Prioninae,Madagascar,/,Aulacotoma,tenuelimbata,Dorsal,rbi_1248.jpg
Cerambycidae,Prioninae,Madagascar,/,Aulacotoma,tenuelimbata,Lateral,rbi_1249.jpg
Cerambycidae,Prioninae,Madagascar,/,Aulacotoma,tenuelimbata,Dorsal,rbi_1250.jpg
Cerambycidae,Prioninae,Argentina,/,Basitoxus,megacephalus,Dorsal,rbi_1251.jpg
Cerambycidae,Prioninae,Argentina,/,Basitoxus,megacephalus,Lateral,rbi_1252.jpg
Cerambycidae,Prioninae,Mexico,/,Braderochus,dentipes,Dorsal,rbi_1253.jpg
Cerambycidae,Prioninae,Mexico,/,Braderochus,dentipes,Lateral,rbi_1254.jpg
Cerambycidae,Prioninae,Colombia,/,Braderochus,mundus,Dorsal,rbi_1255.jpg
Cerambycidae,Prioninae,South Africa,/,Cacosceles,newmanni,Dorsal,rbi_1256.jpg
Cerambycidae,Prioninae,South Africa,/,Cacosceles,newmanni,Dorsal,rbi_1257.jpg
Cerambycidae,Prioninae,South Africa,Eastern Cape,Cacosceles,oedipus,Dorsal,rbi_1258.jpg
Cerambycidae,Prioninae,Colombia,/,Callipogon,lemoinei,Dorsal,rbi_1259.jpg
Cerambycidae,Prioninae,Costa Rica,Puntarenas,Callipogon,lemoinei,Dorsal,rbi_1260.jpg
Cerambycidae,Prioninae,Colombia,/,Callipogon,lemoinei,Dorsal,rbi_1261.jpg
Cerambycidae,Prioninae,/,/,Callipogon,sericeus,Dorsal,rbi_1262.jpg
Cerambycidae,Prioninae,Argentina,Chaco-Santiago del Estero,Calocomus,desmaresti,Dorsal,rbi_1263.jpg
Cerambycidae,Prioninae,Argentina,Chaco-Santiago del Estero,Calocomus,desmaresti,Dorsal,rbi_1264.jpg
Cerambycidae,Prioninae,Argentina,TucumÃ¡n,Calocomus,desmaresti,Dorsal,rbi_1265.jpg
Cerambycidae,Prioninae,Argentina,Chaco-Santiago del Estero,Calocomus,desmaresti,Dorsal,rbi_1266.jpg
Cerambycidae,Prioninae,Argentina,Mendoza,Calocomus,desmaresti,Dorsal,rbi_1267.jpg
Cerambycidae,Prioninae,Argentina,Catamarca,Calocomus,desmaresti,Dorsal,rbi_1268.jpg
Cerambycidae,Prioninae,Argentina,Salta,Calocomus,morosus,Dorsal,rbi_1269.jpg
Cerambycidae,Prioninae,Argentina,Mendoza,Calocomus,morosus,Dorsal,rbi_1270.jpg
Cerambycidae,Prioninae,Argentina,Salta,Calocomus,morosus,Ventral,rbi_1271.jpg
Cerambycidae,Prioninae,Argentina,Mendoza,Calocomus,morosus,Ventral,rbi_1272.jpg
Cerambycidae,Prioninae,Peru,Loreto,Charmallaspis,pulcherrima,Dorsal,rbi_1273.jpg
Cerambycidae,Prioninae,Peru,Loreto,Charmallaspis,pulcherrima,Dorsal,rbi_1274.jpg
Cerambycidae,Prioninae,Peru,Loreto,Charmallaspis,pulcherrima,Lateral,rbi_1275.jpg
Cicindelidae,/,South Africa,/,Mantichora,tibialis,Lateral,rbi_1514.jpg
Cerambycidae,Prioninae,Peru,Maynas,Charmallaspis,pulcherrima,Dorsal,rbi_1276.jpg
Cerambycidae,Prioninae,Australia,Queensland,Ctenoplites,gahani,Dorsal,rbi_1277.jpg
Cerambycidae,Prioninae,/,/,Ctenoplites,princeps,Dorsal,rbi_1278.jpg
Cerambycidae,Prioninae,French Guiana,/,Ctenoscelis,atra,Dorsal,rbi_1281.jpg
Cerambycidae,Prioninae,/,/,Ctenoscelis,coeus,Dorsal,rbi_1282.jpg
Cerambycidae,Prioninae,Colombia,/,Deobrachus,agyleus,Dorsal,rbi_1283.jpg
Cerambycidae,Prioninae,United States,Pennsylvania,Deobrachus,brunneus,Dorsal,rbi_1284.jpg
Cerambycidae,Prioninae,United States,Kentucky,Deobrachus,brunneus,Dorsal,rbi_1285.jpg
Cerambycidae,Prioninae,Cuba,/,Elateropsis,lineatus,Dorsal,rbi_1286.jpg
Cerambycidae,Prioninae,Cuba,/,Elateropsis,lineatus,Ventral,rbi_1287.jpg
Cerambycidae,Prioninae,Cuba,/,Elateropsis,lineatus,Dorsal,rbi_1288.jpg
Cerambycidae,Prioninae,Cuba,/,Elateropsis,scabrosus,Dorsal,rbi_1289.jpg
Cerambycidae,Prioninae,Indonesia,Sumatra,Emphiesmenus,shanegi,Dorsal,rbi_1290.jpg
Cerambycidae,Prioninae,Indonesia,Sumatra,Emphiesmenus,shanegi,Lateral Head,rbi_1291.jpg
Cerambycidae,Prioninae,French Guiana,/,Esmeralda,coerulea,Dorsal,rbi_1292.jpg
Cerambycidae,Prioninae,Brazil,Amazonas,Esmeralda,laetifica,Dorsal,rbi_1293.jpg
Cerambycidae,Prioninae,/,/,Eudianodes,nonfriedi,Dorsal,rbi_1294.jpg
Cerambycidae,Prioninae,Australia,/,Eurynassa,australis,Dorsal,rbi_1295.jpg
Cerambycidae,Prioninae,Australia,/,Eurynassa,australis,Dorsal,rbi_1296.jpg
Cerambycidae,Prioninae,Papua New Guinea,Morobe,Gnathonyx,orientalis,Lateral,rbi_1297.jpg
Cerambycidae,Prioninae,Papua New Guinea,Morobe,Gnathonyx,orientalis,Dorsal,rbi_1298.jpg
Cerambycidae,Prioninae,Indonesia,Irian Jaya (=Papua),Gnathonyx,piceipennis,Dorsal,rbi_1299.jpg
Cerambycidae,Prioninae,Ecuador,Oriente,Hileolaspis,aurata,Dorsal,rbi_1300.jpg
Cerambycidae,Prioninae,Ecuador,Oriente,Hileolaspis,aurata,Lateral,rbi_1301.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Hileolaspis,aurata,Dorsal,rbi_1302.jpg
Cerambycidae,Prioninae,Ecuador,/,Hileolaspis,aurata,Dorsal,rbi_1303.jpg
Cerambycidae,Prioninae,Peru,Loreto,Hileolaspis,aurata,Dorsal,rbi_1304.jpg
Cerambycidae,Prioninae,Madagascar,/,Hoploderes,aquilus,Dorsal,rbi_1305.jpg
Cerambycidae,Prioninae,Madagascar,/,Hoploderes,aquilus,Dorsal,rbi_1306.jpg
Cerambycidae,Prioninae,Madagascar,/,Hoploderes,punctatus,Dorsal,rbi_1307.jpg
Cerambycidae,Prioninae,Madagascar,/,Hoploderes,spinipennis,Dorsal,rbi_1308.jpg
Cerambycidae,Prioninae,Madagascar,/,Hoploderes,spinipennis,Dorsal,rbi_1309.jpg
Cerambycidae,Prioninae,"Virgin Islands, U.S.",Saint Thomas,Hoplonothus,laevithorax,Dorsal,rbi_1310.jpg
Cerambycidae,Prioninae,Brazil,/,Hypocephalus,armatus,Dorsal,rbi_1311.jpg
Cerambycidae,Prioninae,Brazil,/,Hypocephalus,armatus,Lateral,rbi_1312.jpg
Cerambycidae,Prioninae,Brazil,/,Hypocephalus,armatus,Lateral,rbi_1313.jpg
Cerambycidae,Prioninae,Brazil,/,Hypocephalus,armatus,Frontal,rbi_1314.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Insuetaspsis,paradoxus,Dorsal,rbi_1315.jpg
Cerambycidae,Prioninae,French Guiana,/,Jalyssus,tuberculatus,Dorsal,rbi_1316.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Jalyssus,tuberculatus,Dorsal,rbi_1317.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Jamwonus,subcostatus,Dorsal,rbi_1318.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Jamwonus,subcostatus,Dorsal,rbi_1319.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Leiotoma,viridescens,Dorsal,rbi_1320.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Leiotoma,viridescens,Dorsal,rbi_1321.jpg
Cerambycidae,Prioninae,India,Travancore,Logaeus,subopacus,Dorsal,rbi_1322.jpg
Cerambycidae,Prioninae,India,Travancore,Logaeus,subopacus,Dorsal,rbi_1323.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Macrodontia,batesi,Dorsal,rbi_1324.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Macrodontia,batesi,Dorsal Head,rbi_1325.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Macrodontia,cervicornis,Dorsal,rbi_1326.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Macrodontia,cervicornis,Dorsal Head,rbi_1327.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Macrodontia,crenata,Dorsal,rbi_1328.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Macrodontia,crenata,Dorsal,rbi_1329.jpg
Cerambycidae,Prioninae,Brazil,SÃ£o Paulo,Macrodontia,flavipennis,Dorsal,rbi_1330.jpg
Cerambycidae,Prioninae,Brazil,SÃ£o Paulo,Macrodontia,flavipennis,Dorsal,rbi_1331.jpg
Cerambycidae,Prioninae,SÃ£o TomÃ© and PrÃ­ncipe,SÃ£o TomÃ©,Macrotoma,edulis,Dorsal,rbi_1332.jpg
Cerambycidae,Prioninae,French Guiana,/,Mallapsis,scutellaris47135cz,Dorsal,rbi_1333.jpg
Cerambycidae,Prioninae,French Guiana,Saint-Laurent-du-Maroni,Mallaspis,scutellaris,Dorsal,rbi_1334.jpg
Cerambycidae,Prioninae,Brazil,Santa Catarina,Mallodon,hermaphrodites,Dorsal,rbi_1335.jpg
Cerambycidae,Prioninae,/,/,Mallodon,hermaphrodites,Dorsal,rbi_1336.jpg
Cerambycidae,Prioninae,/,/,Mallodon,hermaphrodites,Lateral,rbi_1337.jpg
Cerambycidae,Prioninae,Costa Rica,/,Mallodon,hermaphrodites,Dorsal,rbi_1338.jpg
Cerambycidae,Prioninae,Colombia,/,Mallodon,hermaphrodites,Dorsal,rbi_1339.jpg
Cerambycidae,Prioninae,Colombia,/,Mallodonhoplus,nobilis,Dorsal,rbi_1340.jpg
Cerambycidae,Prioninae,"Venezuela, Bolivarian Republic of",/,Mallodonhoplus,nobilis,Dorsal,rbi_1341.jpg
Cerambycidae,Prioninae,Costa Rica,/,Mallodonopsis,corrosa,Dorsal,rbi_1342.jpg
Curculionidae,/,Brazil,/,Lamprocyphus,germari,Dorsal,rbi_1566.jpg
Cerambycidae,Prioninae,Mexico,/,Mallodonopsis,mexicana,Dorsal,rbi_1343.jpg
Cerambycidae,Prioninae,Mexico,/,Mallodonopsis,mexicana,Lateral,rbi_1344.jpg
Cerambycidae,Prioninae,Brazil,SÃ£o Paulo,Mecosarthron,buphagus,Dorsal,rbi_1345.jpg
Cerambycidae,Prioninae,Brazil,SÃ£o Paulo,Mecosarthron,buphagus,Lateral,rbi_1346.jpg
Cerambycidae,Prioninae,South Africa,KwaZulu-Natal,Nothophysis,caffra,Dorsal,rbi_1347.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Nothophysis,forcipata,Dorsal,rbi_1348.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Nothophysis,forcipata,Dorsal Head,rbi_1349.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Nothophysis,forcipata,Lateral,rbi_1350.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Nothophysis,forcipata,Ventral,rbi_1351.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",/,Nothophysis,forcipata,Dorsal,rbi_1352.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",Ruwenzori Range,Nothophysis,johnstoni,Dorsal,rbi_1353.jpg
Cerambycidae,Prioninae,"Congo, The Democratic Republic of the",Ruwenzori Range,Nothophysis,johnstoni,Dorsal,rbi_1354.jpg
Cerambycidae,Prioninae,Gabon,OgoouÃ©-Ivindo,Nothophysis,laevis,Dorsal,rbi_1355.jpg
Cerambycidae,Prioninae,Gabon,OgoouÃ©-Ivindo,Nothophysis,laevis,Dorsal,rbi_1356.jpg
Cerambycidae,Prioninae,Papua New Guinea,/,Omatogus,lacordairei,Dorsal,rbi_1357.jpg
Cerambycidae,Prioninae,Papua New Guinea,/,Omatogus,lacordairei,Lateral,rbi_1358.jpg
Cerambycidae,Prioninae,Mexico,/,Oropyrodes,macullicollis,Dorsal,rbi_1360.jpg
Cerambycidae,Prioninae,/,/,Physopleurus,crassidens,Dorsal,rbi_1361.jpg
Cerambycidae,Prioninae,/,/,Physopleurus,dohrni,Dorsal,rbi_1362.jpg
Cerambycidae,Prioninae,/,/,Physopleurus,dohrni,Lateral,rbi_1363.jpg
Cerambycidae,Prioninae,Peru,Loreto,Physopleurus,longiscapus,Dorsal,rbi_1364.jpg
Cerambycidae,Prioninae,Peru,Loreto,Physopleurus,longiscapus,Dorsal,rbi_1365.jpg
Cerambycidae,Prioninae,Brazil,Pernambuco,Poecilopyrodes,pictus,Dorsal,rbi_1366.jpg
Cerambycidae,Prioninae,Brazil,/,Poekilosoma,ornata,Dorsal,rbi_1367.jpg
Cerambycidae,Prioninae,Brazil,EspÃ­rito Santo,Poekilosoma,ornata,Dorsal,rbi_1368.jpg
Cerambycidae,Prioninae,Brazil,/,Praemallaspis,leucaspis,Dorsal,rbi_1369.jpg
Cerambycidae,Prioninae,Colombia,/,Praemallaspis,rhomboedrus,Dorsal,rbi_1370.jpg
Cerambycidae,Prioninae,Brazil,/,Praemallaspis,speciosus,Ventral,rbi_1371.jpg
Cerambycidae,Prioninae,Ecuador,ManabÃ­,Prionocaulus,buckleyi,Lateral,rbi_1372.jpg
Cerambycidae,Prioninae,Peru,/,Prionocaulus,atys,Dorsal,rbi_1373.jpg
Cerambycidae,Prioninae,Ecuador,Loja,Prionocaulus,atys,Lateral,rbi_1374.jpg
Cerambycidae,Prioninae,Ecuador,Loja,Prionocaulus,atys,Dorsal,rbi_1375.jpg
Cerambycidae,Prioninae,Ecuador,ManabÃ­,Prionocaulus,buckleyi,Dorsal,rbi_1376.jpg
Cerambycidae,Prioninae,/,/,Prionocaulus,cacicus,Dorsal,rbi_1377.jpg
Cerambycidae,Prioninae,/,/,Prionocaulus,cacicus,Lateral,rbi_1378.jpg
Cerambycidae,Prioninae,/,/,Prionocaulus,cacicus,Dorsal,rbi_1379.jpg
Cerambycidae,Prioninae,/,/,Prionocaulus,cacicus,Lateral,rbi_1380.jpg
Cerambycidae,Prioninae,Indonesia,Sumatra,Prionoma,biggibosus,Dorsal,rbi_1381.jpg
Cerambycidae,Prioninae,Indonesia,Sumatra,Prionoma,biggibosus,Lateral Head,rbi_1382.jpg
Cerambycidae,Prioninae,Indonesia,Sumatra,Prionoma,biggibosus,Frontal,rbi_1383.jpg
Cerambycidae,Prioninae,India,Tamil Nadu,Priotgranus,mordax,Dorsal,rbi_1384.jpg
Cerambycidae,Prioninae,India,Tamil Nadu,Priotgranus,mordax,Dorsal,rbi_1385.jpg
Cerambycidae,Prioninae,Vanuatu,/,Psalidoctopus,scaber,Dorsal,rbi_1386.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,erythrocerus,Dorsal,rbi_1387.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,erythrocerus,Lateral Head,rbi_1388.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,erythrocerus,Dorsal,rbi_1389.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,modestus,Dorsal,rbi_1390.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Psalidognathus,modestus,Dorsal,rbi_1391.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Psalidognathus,modestus,Lateral Head,rbi_1392.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,sallei,Dorsal,rbi_1393.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,sallei,Dorsal,rbi_1394.jpg
Cerambycidae,Prioninae,Colombia,/,Psalidognathus,superbus,Dorsal,rbi_1395.jpg
Cerambycidae,Prioninae,Colombia,Tolima,Psalidognathus,superbus,Dorsal,rbi_1396.jpg
Cerambycidae,Prioninae,/,/,Psallidognathus,superbus,Dorsal,rbi_1397.jpg
Cerambycidae,Prioninae,Brazil,Rio Grande do Sul,Pyrodes,nitidus,Lateral,rbi_1399.jpg
Cerambycidae,Prioninae,Panama,ChiriquÃ­,Scatopyrodes,angustus,Dorsal,rbi_1400.jpg
Cerambycidae,Prioninae,Guatemala,/,Scatopyrodes,iris,Dorsal,rbi_1401.jpg
Cerambycidae,Prioninae,Mexico,/,Scatopyrodes,longiceps,Dorsal,rbi_1402.jpg
Cerambycidae,Prioninae,Mexico,/,Scatopyrodes,nigricornis,Dorsal,rbi_1403.jpg
Cerambycidae,Prioninae,/,/,Solenoptera,bilineata,Dorsal,rbi_1404.jpg
Cerambycidae,Prioninae,Guadeloupe,/,Solenoptera,canaliculata,Dorsal,rbi_1405.jpg
Cerambycidae,Prioninae,Guadeloupe,/,Solenoptera,canaliculata,Lateral,rbi_1406.jpg
Cerambycidae,Prioninae,Guadeloupe,/,Solenoptera,canaliculata,Ventral,rbi_1407.jpg
Cerambycidae,Prioninae,Cuba,/,Solenoptera,fraudulenta,Dorsal,rbi_1408.jpg
Cerambycidae,Prioninae,Guadeloupe,/,Solenoptera,sulcicollis,Dorsal,rbi_1409.jpg
Cerambycidae,Prioninae,"Virgin Islands, U.S.",Saint Thomas,Solenoptera,thomae,Dorsal,rbi_1410.jpg
Cerambycidae,Prioninae,Cuba,/,Stenodontes,chevrolati,Dorsal,rbi_1411.jpg
Cerambycidae,Prioninae,Cuba,/,Stenodontes,chevrolati,Dorsal,rbi_1412.jpg
Cerambycidae,Prioninae,Cuba,/,Stenodontes,chevrolati,Lateral,rbi_1413.jpg
Cerambycidae,Prioninae,Ecuador,Guayas,Stenodontes,dasytomus,Dorsal,rbi_1414.jpg
Cerambycidae,Prioninae,/,/,Stenodontes,dasytomus,Dorsal,rbi_1415.jpg
Cerambycidae,Prioninae,/,/,Stenodontes,dasytomus,Lateral,rbi_1416.jpg
Cerambycidae,Prioninae,Mexico,Jalisco,Stenodontes,dasytomus,Dorsal,rbi_1417.jpg
Cerambycidae,Prioninae,Argentina,Chaco,Stenodontes,dasytomus,Dorsal,rbi_1418.jpg
Cerambycidae,Prioninae,Haiti,/,Stenodontes,exsertus,Dorsal,rbi_1419.jpg
Cerambycidae,Prioninae,Haiti,/,Stenodontes,exsertus,Dorsal,rbi_1420.jpg
